id,SASS_01_RAW,SASS_02_RAW,SASS_03_RAW,SASS_04_RAW,SASS_05_RAW,SASS_06_RAW,SASS_07_RAW,SASS_08_RAW,SASS_09_RAW,SASS_10_RAW,SASS_11_RAW,SASS_12_RAW,SASS_13_RAW,SASS_14_RAW,SASS_15_RAW,SASS_16_RAW,SASS_17_RAW,SASS_18_RAW,SASS_19_RAW,SASS_20_RAW,SASS_21_RAW,SASS_22_RAW,SASS_01_DIR,SASS_02_DIR,SASS_03_DIR,SASS_04_DIR,SASS_05_DIR,SASS_06_DIR,SASS_07_DIR,SASS_08_DIR,SASS_09_DIR,SASS_10_DIR,SASS_11_DIR,SASS_12_DIR,SASS_13_DIR,SASS_14_DIR,SASS_15_DIR,SASS_16_DIR,SASS_17_DIR,SASS_18_DIR,SASS_19_DIR,SASS_20_DIR,SASS_21_DIR,SASS_22_DIR,SASS_RAW_NA,SASS_DIR_NA,SASS_DIRt
954118466,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Raramente,Bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,2,2,3,2,1,2,3,3,3,3,2,3,2,3,3,2,2,2,2,2,1,1,47
954219968,No,NA,Poco,Algo de gozo,Mucho,Insatisfactoria,Muy frecuente,Bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A menudo,Moderadamente,NA,NA,1,2,3,0,3,2,3,3,3,3,3,2,1,3,3,2,2,2,1,2,1,1,44
954238473,No,NA,Poco,Nada de gozo,Medianamente,Justa,Muy frecuente,Bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Moderadamente,Moderadamente,A veces,A veces,Mucho,A veces,Moderadamente,NA,NA,1,0,2,1,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,1,1,44
956354886,Si,Mucho,NA,Algo de gozo,Mucho,Insatisfactoria,Nunca,Insatisfactorio,Algunas personas?,Moderadamente?,Muy buena,Algún valor,Raramente,La mayor parte del tiempo,Levemente,Mucho,Mucho,A menudo,A veces,No mucho,A veces,Moderadamente,NA,3,NA,2,3,0,0,0,2,2,3,2,1,2,1,3,3,1,2,1,2,2,1,1,35
956694114,Si,Poco,NA,Poco de gozo,Poco,Insatisfactoria,Muy frecuente,Bueno,Muchas personas?,Muy activamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,No mucho,Levemente,A veces,A veces,Mucho,Siempre,No mucho,NA,1,NA,1,1,0,3,2,3,3,2,2,2,2,1,1,1,2,2,3,0,1,1,1,33
956694633,No,NA,Poco,Poco de gozo,Mucho,Buena,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Completamente,Mucho,Mucho,Nunca,Nunca,Moderadamente,A veces,Moderadamente,NA,NA,1,1,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,1,1,49
956894391,Si,Poco,NA,Algo de gozo,Mucho,Muy buena,Raramente,Bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Completamente,Mucho,Moderadamente,A menudo,A veces,Moderadamente,Nunca,Moderadamente,NA,1,NA,2,3,3,1,2,3,2,3,3,3,3,3,3,2,1,2,2,3,2,1,1,47
957396862,Si,Mucho,NA,Mucho gozo,Mucho,Insatisfactoria,Frecuentemente,Bueno,Muchas personas?,Moderadamente?,Muy buena,Algún valor,A menudo,Siempre,Levemente,No mucho,Mucho,Nunca,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,3,0,2,2,3,2,3,2,2,3,1,1,3,3,3,2,3,3,1,1,47
957640409,No,NA,Mucho,Mucho gozo,Mucho,Justa,Frecuentemente,Bueno,Algunas personas?,Pasivamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A menudo,A veces,No mucho,Nunca,Muchísimo,NA,NA,3,3,3,1,2,2,2,0,3,3,2,2,2,2,2,1,2,1,3,3,1,1,42
957716103,No,NA,Medianamente,Algo de gozo,Mucho,Muy buena,Muy frecuente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,Nunca,Nunca,Moderadamente,Nunca,Muchísimo,NA,NA,2,2,3,3,3,2,2,2,3,3,2,3,2,3,3,3,3,2,3,3,1,1,52
957732384,Si,Poco,NA,Poco de gozo,Mucho,Justa,Frecuentemente,Justo,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Mucho,A veces,A veces,Moderadamente,Nunca,Moderadamente,NA,1,NA,1,3,1,2,1,2,2,2,3,2,2,2,2,3,2,2,2,3,2,1,1,40
957895469,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Raramente,Moderadamente,Mucho,Mucho,Nunca,Nunca,Mucho,A veces,Moderadamente,NA,3,NA,3,3,2,2,3,2,2,2,3,2,1,2,3,3,3,3,3,2,2,1,1,49
958188977,No,NA,Medianamente,Algo de gozo,Medianamente,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,Raramente,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,Nunca,A veces,No mucho,A menudo,Muchísimo,NA,NA,2,2,2,3,3,3,3,2,3,3,1,2,2,3,3,3,2,1,1,3,1,1,47
958280081,Si,Mucho,NA,Algo de gozo,Medianamente,Muy buena,Frecuentemente,Muy bueno,Pocas personas?,Pasivamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A veces,A veces,Mucho,A veces,Muchísimo,NA,3,NA,2,2,3,2,3,1,0,2,3,3,2,1,2,2,2,2,3,2,3,1,1,43
958529246,No,NA,Medianamente,Algo de gozo,Medianamente,Insatisfactoria,Muy frecuente,Justo,Algunas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A menudo,Mucho,A menudo,No mucho,NA,NA,2,2,2,0,3,1,2,2,3,3,2,3,1,3,3,2,1,3,1,1,1,1,40
958597136,No,NA,Nada,Poco de gozo,Medianamente,Justa,Raramente,Bueno,Pocas personas?,Pasivamente?,Buena,Algún valor,Raramente,La mayor parte del tiempo,Para nada,Mucho,Mucho,Siempre,A menudo,Mucho,A veces,Moderadamente,NA,NA,0,1,2,1,1,2,1,0,2,2,1,2,0,3,3,0,1,3,2,2,1,1,29
958633132,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Raramente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Raramente,Levemente,Mucho,Mucho,Nunca,A veces,Moderadamente,Nunca,Moderadamente,NA,3,NA,3,3,2,1,2,2,2,2,3,2,1,1,3,3,3,2,2,3,2,1,1,45
958931553,Si,Poco,NA,Algo de gozo,Nada,Insatisfactoria,Muy frecuente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Mucho,Mucho,A menudo,Nunca,Mucho,A menudo,No mucho,NA,1,NA,2,0,0,3,2,2,2,2,3,2,3,0,3,3,1,3,3,1,1,1,1,37
959007353,No,NA,Medianamente,Poco de gozo,Mucho,Justa,Frecuentemente,Justo,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A menudo,A menudo,Moderadamente,A menudo,Moderadamente,NA,NA,2,1,3,1,2,1,3,2,3,3,2,2,1,3,3,1,1,2,1,2,1,1,39
959582656,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,Raramente,Levemente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,40
959735020,No,NA,Mucho,Poco de gozo,Medianamente,Justa,Frecuentemente,Bueno,Pocas personas?,Pasivamente?,Justa,Algún valor,Raramente,Siempre,Levemente,Moderadamente,Moderadamente,A menudo,A veces,Moderadamente,A menudo,Moderadamente,NA,NA,3,1,2,1,2,2,1,0,1,2,1,3,1,2,2,1,2,2,1,2,1,1,32
959890664,No,NA,Mucho,Mucho gozo,Mucho,Buena,Muy frecuente,Bueno,Pocas personas?,Pasivamente?,Justa,Poco valor,Raramente,La mayor parte del tiempo,Para nada,No mucho,Levemente,A veces,A veces,Mucho,A menudo,Moderadamente,NA,NA,3,3,3,2,3,2,1,0,1,1,1,2,0,1,1,2,2,3,1,2,1,1,34
961066479,Si,Mucho,NA,Mucho gozo,Poco,Insatisfactoria,Frecuentemente,Bueno,Pocas personas?,Pasivamente?,Buena,Algún valor,Raramente,Siempre,Para nada,Moderadamente,Moderadamente,Siempre,A veces,Mucho,A veces,Muchísimo,NA,3,NA,3,1,0,2,2,1,0,2,2,1,3,0,2,2,0,2,3,2,3,1,1,34
961367628,No,NA,Medianamente,Algo de gozo,Medianamente,Insatisfactoria,Raramente,Insatisfactorio,Pocas personas?,Pasivamente?,Insatisfactoria,Gran valor,Raramente,Siempre,Levemente,Mucho,Levemente,A veces,Siempre,Moderadamente,A menudo,Moderadamente,NA,NA,2,2,2,0,1,0,1,0,0,3,1,3,1,3,1,2,0,2,1,2,1,1,27
961399368,No,NA,Medianamente,Poco de gozo,Mucho,Buena,Frecuentemente,Bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,Nunca,Moderadamente,NA,NA,2,1,3,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,3,2,1,1,46
961556598,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Moderadamente,Moderadamente,Mucho,A menudo,Nunca,Mucho,Nunca,Moderadamente,NA,3,NA,3,3,2,3,3,1,2,2,2,2,3,2,2,3,1,3,3,3,2,1,1,48
961857682,No,NA,Mucho,Mucho gozo,Mucho,Insatisfactoria,Muy frecuente,Bueno,Muchas personas?,Pasivamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Mucho,A menudo,A veces,Moderadamente,A veces,Moderadamente,NA,NA,3,3,3,0,3,2,3,0,2,3,2,3,1,2,3,1,2,2,2,2,1,1,42
962075853,Si,Medianamente,NA,Algo de gozo,Mucho,Muy buena,Frecuentemente,Justo,Pocas personas?,Pasivamente?,Buena,Gran valor,Raramente,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,Nunca,Muchísimo,NA,2,NA,2,3,3,2,1,1,0,2,3,1,3,1,3,3,2,2,2,3,3,1,1,42
962091361,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Raramente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,A veces,Mucho,A veces,Muchísimo,NA,3,NA,3,3,2,1,3,3,2,3,3,3,2,1,3,3,2,2,3,2,3,1,1,50
962199318,Si,Mucho,NA,Algo de gozo,Mucho,Muy buena,Raramente,Insatisfactorio,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A menudo,A menudo,No mucho,A menudo,Moderadamente,NA,3,NA,2,3,3,1,0,2,2,2,2,2,3,1,2,2,1,1,1,1,2,1,1,36
962251989,No,NA,Mucho,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Pocas personas?,Activamente?,Insatisfactoria,Algún valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,3,2,3,2,3,3,1,2,0,2,2,3,1,2,2,2,2,2,2,2,1,1,41
962353559,No,NA,Poco,Poco de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,Nunca,Moderadamente,NA,NA,1,1,3,2,3,3,2,2,2,3,3,3,2,3,3,2,2,2,3,2,1,1,47
962685946,No,NA,Medianamente,Mucho gozo,Medianamente,Buena,Raramente,Justo,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A menudo,A menudo,Moderadamente,A veces,Moderadamente,NA,NA,2,3,2,2,1,1,2,2,2,3,2,3,1,2,2,1,1,2,2,2,1,1,38
963005044,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,2,3,3,3,2,3,3,2,3,2,3,3,2,3,2,2,2,1,1,51
963014846,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Completamente,Moderadamente,Moderadamente,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,2,3,1,1,48
963066829,Si,Medianamente,NA,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,Nunca,Nunca,Moderadamente,Nunca,Muchísimo,NA,2,NA,2,3,3,3,3,2,2,2,2,2,2,1,2,2,3,3,2,3,3,1,1,47
963108434,No,NA,Medianamente,Algo de gozo,Poco,Buena,Raramente,Justo,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Moderadamente,Siempre,A menudo,Mucho,Nunca,Muchísimo,NA,NA,2,2,1,2,1,1,2,2,2,3,2,3,2,3,2,0,1,3,3,3,1,1,40
963189418,No,NA,Mucho,Mucho gozo,Medianamente,Muy buena,Frecuentemente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Moderadamente,Mucho,Nunca,Nunca,Mucho,Nunca,Muchísimo,NA,NA,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,1,56
963264611,No,NA,Medianamente,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Pocas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Levemente,A veces,A veces,Moderadamente,Nunca,Muchísimo,NA,NA,2,2,2,2,2,2,1,2,3,3,2,3,2,3,1,2,2,2,3,3,1,1,44
963337862,Si,Mucho,NA,Mucho gozo,Medianamente,Muy buena,Muy frecuente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,Nunca,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,2,3,3,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,1,1,48
963733527,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,2,2,3,3,2,3,3,2,3,2,3,3,2,3,2,2,3,1,1,52
964310185,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,Nunca,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,2,3,3,2,2,3,3,3,2,1,2,3,3,3,2,2,2,1,1,50
964496134,Si,Medianamente,NA,Poco de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Algunas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Raramente,Levemente,Mucho,Moderadamente,A veces,Nunca,No mucho,A menudo,Muchísimo,NA,2,NA,1,2,2,2,3,2,3,3,3,3,1,1,3,2,2,3,1,1,3,1,1,43
964979193,No,NA,Medianamente,Algo de gozo,Medianamente,Muy buena,Muy frecuente,Bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,No mucho,Moderadamente,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,NA,2,2,2,3,3,2,3,2,3,3,2,3,2,1,2,2,3,2,2,3,1,1,47
965155738,No,NA,Mucho,Mucho gozo,Mucho,Muy buena,Frecuentemente,Bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A menudo,A menudo,Moderadamente,A menudo,Muchísimo,NA,NA,3,3,3,3,2,2,3,2,2,3,2,3,2,3,3,1,1,2,1,3,1,1,47
965289303,No,NA,Mucho,Algo de gozo,Mucho,Justa,Raramente,Justo,Algunas personas?,Activamente?,Justa,Algún valor,Raramente,La mayor parte del tiempo,Moderadamente,Moderadamente,Mucho,Nunca,Siempre,Mucho,A menudo,Moderadamente,NA,NA,3,2,3,1,1,1,2,2,1,2,1,2,2,2,3,3,0,3,1,2,1,1,37
965315469,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A menudo,A veces,Moderadamente,A menudo,Moderadamente,NA,3,NA,3,3,3,3,2,3,2,2,3,2,3,2,3,3,1,2,2,1,2,1,1,48
965472365,No,NA,Mucho,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Muchas personas?,Pasivamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Levemente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,3,2,2,2,2,2,3,0,2,3,2,2,1,2,1,2,2,2,2,2,1,1,39
965637951,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Raramente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,3,2,1,2,2,2,3,3,2,2,1,3,3,2,3,2,3,3,1,1,48
965706196,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Frecuentemente,Bueno,Muchas personas?,Activamente?,Muy buena,Algún valor,Muy a menudo,Siempre,Completamente,Moderadamente,Levemente,Nunca,Nunca,Para nada,A veces,Moderadamente,NA,3,NA,3,2,2,2,2,3,2,3,2,3,3,3,2,1,3,3,0,2,2,1,1,46
965733370,No,NA,Poco,Algo de gozo,Medianamente,Insatisfactoria,Raramente,Insatisfactorio,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Moderadamente,Mucho,Siempre,A veces,Moderadamente,A veces,No mucho,NA,NA,1,2,2,0,1,0,2,2,2,3,2,3,0,2,3,0,2,2,2,1,1,1,32
965775003,No,NA,Poco,Algo de gozo,Medianamente,Insatisfactoria,Muy frecuente,Bueno,Pocas personas?,Moderadamente?,Buena,Gran valor,Raramente,La mayor parte del tiempo,Levemente,Mucho,Moderadamente,Nunca,A menudo,Moderadamente,A veces,Moderadamente,NA,NA,1,2,2,0,3,2,1,2,2,3,1,2,1,3,2,3,1,2,2,2,1,1,37
965936930,No,NA,Poco,Poco de gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Pasivamente?,Justa,Gran valor,A menudo,Nunca,Para nada,Moderadamente,Moderadamente,Siempre,A menudo,Mucho,Siempre,Moderadamente,NA,NA,1,1,2,2,2,2,2,0,1,3,2,0,0,2,2,0,1,3,0,2,1,1,28
965951483,Si,Mucho,NA,Mucho gozo,Medianamente,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Levemente,No mucho,Mucho,Nunca,Nunca,No mucho,Nunca,Muchísimo,NA,3,NA,3,2,3,3,3,2,2,2,2,2,3,1,1,3,3,3,1,3,3,1,1,48
966060611,No,NA,Mucho,Mucho gozo,Medianamente,Muy buena,Muy frecuente,Muy bueno,Pocas personas?,Pasivamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A menudo,Nunca,Moderadamente,A veces,Moderadamente,NA,NA,3,3,2,3,3,3,1,0,2,3,2,2,1,2,2,1,3,2,2,2,1,1,42
966171814,Si,Medianamente,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Raramente,Levemente,Moderadamente,Moderadamente,A veces,A menudo,No mucho,Nunca,Muchísimo,NA,2,NA,3,3,2,2,2,2,2,2,3,2,1,1,2,2,2,1,1,3,3,1,1,41
966192709,No,NA,Medianamente,Algo de gozo,Poco,Buena,Frecuentemente,Muy bueno,Pocas personas?,Pasivamente?,Justa,Gran valor,A menudo,Siempre,Para nada,No mucho,Moderadamente,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,NA,2,2,1,2,2,3,1,0,1,3,2,3,0,1,2,2,3,2,2,2,1,1,36
966249306,Si,Mucho,NA,Mucho gozo,Mucho,Justa,Muy frecuente,Bueno,Pocas personas?,Pasivamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,Nunca,Nunca,Moderadamente,A menudo,Muchísimo,NA,3,NA,3,3,1,3,2,1,0,2,3,3,2,2,3,3,3,3,2,1,3,1,1,46
966386225,No,NA,Medianamente,Algo de gozo,Mucho,Insatisfactoria,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,Nunca,Moderadamente,NA,NA,2,2,3,0,2,3,3,2,2,3,3,3,2,3,3,2,2,2,3,2,1,1,47
966532619,No,NA,Medianamente,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,A veces,A veces,Moderadamente,A menudo,No mucho,NA,NA,2,2,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,2,1,1,1,1,39
966611630,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Muy frecuente,Bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,NA,2,2,3,2,3,2,3,2,2,3,2,3,1,2,3,2,3,2,2,3,1,1,47
966667779,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Bueno,Pocas personas?,Moderadamente?,Justa,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,No mucho,Nunca,Moderadamente,NA,3,NA,3,3,2,3,2,1,2,1,3,2,3,1,3,3,2,2,1,3,2,1,1,45
966684403,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Raramente,Bueno,Muchas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A menudo,Siempre,Mucho,Nunca,Moderadamente,NA,NA,2,2,3,2,1,2,3,2,2,3,2,3,2,3,3,1,0,3,3,2,1,1,44
966721610,No,NA,Mucho,Algo de gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Muchas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,3,2,3,3,2,3,3,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,45
966786111,No,NA,Medianamente,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Para nada,Mucho,Mucho,A veces,Nunca,Mucho,A veces,Muchísimo,NA,NA,2,2,2,2,2,2,2,2,3,3,3,3,0,3,3,2,3,3,2,3,1,1,47
966885479,Si,Mucho,NA,Algo de gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Completamente,Moderadamente,Moderadamente,A veces,Nunca,Para nada,Nunca,Moderadamente,NA,3,NA,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,0,3,2,1,1,50
966999580,No,NA,Poco,Poco de gozo,Mucho,Buena,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Moderadamente,A veces,Nunca,Mucho,A veces,Moderadamente,NA,NA,1,1,3,2,2,3,3,2,2,3,3,3,1,3,2,2,3,3,2,2,1,1,46
967283891,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Pocas personas?,Pasivamente?,Muy buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,Nunca,Nunca,Mucho,A menudo,Moderadamente,NA,3,NA,3,3,2,3,3,1,0,3,2,2,2,2,3,3,3,3,3,1,2,1,1,47
967665449,No,NA,Medianamente,Poco de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Moderadamente,Moderadamente,A menudo,Nunca,Mucho,A veces,Moderadamente,NA,NA,2,1,3,2,3,3,3,2,3,3,3,3,1,2,2,1,3,3,2,2,1,1,47
967766396,Si,Mucho,NA,Algo de gozo,Medianamente,Justa,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A menudo,A menudo,Moderadamente,Nunca,Moderadamente,NA,3,NA,2,2,1,2,3,2,2,3,3,3,2,2,3,3,1,1,2,3,2,1,1,45
968051734,No,NA,Poco,Nada de gozo,Medianamente,Justa,Muy frecuente,Muy bueno,Pocas personas?,Pasivamente?,Justa,Algún valor,Raramente,La mayor parte del tiempo,Para nada,Moderadamente,Mucho,A menudo,A menudo,Mucho,A veces,Muchísimo,NA,NA,1,0,2,1,3,3,1,0,1,2,1,2,0,2,3,1,1,3,2,3,1,1,32
968072498,Si,Mucho,NA,Algo de gozo,Mucho,Justa,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Muy buena,Gran valor,Muy a menudo,Raramente,Moderadamente,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,2,3,1,2,2,2,2,3,3,3,1,2,3,3,2,3,2,2,2,1,1,46
968119664,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,2,2,3,2,2,2,2,2,2,3,2,3,1,3,3,2,2,2,2,2,1,1,44
968421188,No,NA,Poco,Algo de gozo,Medianamente,Insatisfactoria,Raramente,Bueno,Pocas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,Siempre,A menudo,Moderadamente,Nunca,Moderadamente,NA,NA,1,2,2,0,1,2,1,2,2,3,2,2,1,3,3,0,1,2,3,2,1,1,35
