id,PSS_01_RAW,PSS_02_RAW,PSS_03_RAW,PSS_04_RAW,PSS_05_RAW,PSS_06_RAW,PSS_07_RAW,PSS_08_RAW,PSS_09_RAW,PSS_10_RAW,PSS_11_RAW,PSS_12_RAW,PSS_13_RAW,PSS_14_RAW,PSS_01_DIR,PSS_02_DIR,PSS_03_DIR,PSS_04_DIR,PSS_05_DIR,PSS_06_DIR,PSS_07_DIR,PSS_08_DIR,PSS_09_DIR,PSS_10_DIR,PSS_11_DIR,PSS_12_DIR,PSS_13_DIR,PSS_14_DIR,PSS_RAW_NA,PSS_DIR_NA,PSS_DIRt
m3nvb0mdk2,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Nunca,A menudo,De vez en cuando,Casi nunca,A menudo,Nunca,Casi nunca,A menudo,3,3,3,2,2,3,4,3,2,3,3,0,3,3,0,0,37
m3t362fswf,A menudo,A menudo,Muy a menudo,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,3,3,4,3,3,3,3,1,3,3,3,4,2,2,0,0,40
m5sf2qf1vp,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,2,2,3,2,3,3,2,2,1,2,2,4,1,2,0,0,31
m8aj1q7u7z,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,2,2,2,0,2,1,2,3,1,2,2,3,1,2,0,0,25
mdqed1fdwk,Nunca,Casi nunca,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,Casi nunca,A menudo,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,0,1,2,1,2,2,0,1,1,0,1,2,0,1,0,0,14
meban1falw,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,Casi nunca,Casi nunca,Casi nunca,4,3,4,2,2,3,1,2,1,2,4,1,3,1,0,0,33
mg6sctr2dz,Casi nunca,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Nunca,A menudo,A menudo,Nunca,A menudo,A menudo,Nunca,1,3,2,1,1,1,1,0,1,1,0,3,1,0,0,0,16
mh5lcu5d2w,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,2,1,1,1,2,0,1,1,1,2,1,1,1,2,0,0,17
mhc9yg2psp,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Nunca,2,1,2,1,1,1,1,2,1,2,3,2,2,0,0,0,21
mhqqyow3sc,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,2,2,2,1,1,0,0,2,1,1,1,3,1,1,0,0,18
mhzb4pp3nu,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,De vez en cuando,De vez en cuando,4,3,4,0,0,0,0,4,3,2,4,4,2,2,0,0,32
mjw4v5xpq3,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,3,3,3,1,1,2,2,3,1,1,3,3,2,3,0,0,31
mlxr5d1d2y,Casi nunca,Casi nunca,Muy a menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,A menudo,Casi nunca,Muy a menudo,De vez en cuando,A menudo,1,1,4,1,2,1,2,3,1,1,1,4,2,3,0,0,27
mmlgc56fpd,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,Muy a menudo,Casi nunca,A menudo,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,1,1,1,1,1,1,0,1,1,0,1,2,0,1,0,0,12
mnenahu3bb,De vez en cuando,De vez en cuando,A menudo,Casi nunca,Casi nunca,Nunca,Casi nunca,Muy a menudo,Casi nunca,Nunca,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,2,2,3,3,3,4,3,4,3,4,4,4,4,4,0,0,47
mnop0qhmnb,A menudo,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,Nunca,3,2,1,0,0,0,0,1,0,3,1,4,0,0,0,0,15
mpw7pg3rjp,De vez en cuando,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,2,2,1,1,1,1,2,3,1,2,2,3,1,2,0,0,24
mpyxopo3fs,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,3,2,2,1,1,1,1,1,1,1,1,3,1,1,0,0,20
mr175jw51m,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,1,1,2,2,1,1,1,2,1,1,2,3,2,2,0,0,22
mr3jc4fv92,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,2,3,3,1,2,2,2,3,2,2,3,4,2,2,0,0,33
mur2ekfn27,A menudo,Muy a menudo,Muy a menudo,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,A menudo,A menudo,Muy a menudo,Casi nunca,Muy a menudo,3,4,4,3,2,3,2,4,3,1,3,4,3,4,0,0,43
mw2agk46s6,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Nunca,Nunca,Casi nunca,Casi nunca,Nunca,Nunca,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,4,4,4,3,4,4,3,1,4,4,4,4,3,4,0,0,50
mxszqdfg90,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,2,3,3,0,1,1,1,2,1,1,1,4,1,1,0,0,22
n0s6km3dmv,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,A menudo,2,2,3,1,2,1,2,2,1,3,2,3,3,3,0,0,30
n1wflyf6fy,De vez en cuando,Casi nunca,Nunca,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,Nunca,2,1,0,0,1,0,0,0,0,1,2,3,0,0,0,0,10
n39d5quo08,Muy a menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,4,2,4,2,2,2,2,3,2,2,2,2,3,2,0,0,34
n44bvj1cuw,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,3,3,4,2,1,1,2,2,1,2,2,2,1,2,0,0,28
n4magox9t5,Casi nunca,Casi nunca,Muy a menudo,A menudo,Nunca,A menudo,A menudo,Casi nunca,A menudo,Casi nunca,De vez en cuando,Muy a menudo,A menudo,Casi nunca,1,1,4,1,4,1,1,1,1,3,2,4,1,1,0,0,26
n8dyyeo9kq,A menudo,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,A menudo,Nunca,3,1,2,1,1,1,1,2,1,3,2,3,1,0,0,0,22
n9bu8pu6vr,Nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Nunca,0,1,3,1,1,1,1,1,0,1,1,4,1,0,0,0,16
ndrc3vk9xg,Nunca,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,0,1,2,1,1,2,2,2,1,2,2,4,2,1,0,0,23
ngvv3bmtvu,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,2,2,2,2,1,1,1,2,1,2,2,3,1,1,0,0,23
nhkg5hcu0d,Muy a menudo,A menudo,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,4,3,3,0,1,1,2,3,1,3,2,3,1,2,0,0,29
nlg5kmqtj8,Nunca,Nunca,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,0,0,4,1,1,0,0,2,0,0,2,3,2,1,0,0,16
nof7q5pmem,Casi nunca,Nunca,De vez en cuando,A menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,A menudo,Nunca,A menudo,Casi nunca,Nunca,1,0,2,1,1,0,0,1,0,1,0,3,3,0,0,0,13
nqlwg64fjr,De vez en cuando,Casi nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,2,1,3,1,0,0,0,1,1,1,1,3,1,1,0,0,16
nqtb2q6wuf,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Nunca,A menudo,Muy a menudo,Casi nunca,A menudo,2,2,3,2,1,2,2,4,2,4,3,4,3,3,0,0,37
nt4t64c5uv,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,A menudo,A menudo,A menudo,Casi nunca,De vez en cuando,3,2,4,2,2,2,3,3,2,1,3,3,3,2,0,0,35
nurgsbbnrs,Casi nunca,Casi nunca,De vez en cuando,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Nunca,De vez en cuando,Muy a menudo,Nunca,1,1,2,1,0,1,1,2,2,2,0,2,0,0,0,0,15
nwfhqlao59,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,Casi nunca,De vez en cuando,2,2,3,2,2,2,1,2,2,2,4,3,3,2,0,0,32
nx2slsz5aw,Nunca,Nunca,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,Nunca,0,0,2,1,1,0,1,1,0,1,2,2,1,0,0,0,12
nxua3b6twm,A menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,3,3,4,1,2,2,3,4,2,3,4,4,3,4,0,0,42
o1xz6y2e60,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,Muy a menudo,Casi nunca,2,1,3,1,1,0,0,2,0,0,2,3,0,1,0,0,16
o4l82t8gwv,De vez en cuando,A menudo,Muy a menudo,A menudo,De vez en cuando,Casi nunca,Casi nunca,Muy a menudo,Casi nunca,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,2,3,4,1,2,3,3,4,3,3,1,4,0,4,0,0,37
o6oggeupn3,Nunca,Nunca,Casi nunca,A menudo,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,Casi nunca,0,0,1,1,1,1,0,2,1,2,2,3,0,1,0,0,15
o9zq3vjjf2,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,2,2,3,2,1,2,2,1,1,2,3,2,1,1,0,0,25
oc5qjk883o,De vez en cuando,Muy a menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Nunca,Casi nunca,A menudo,A menudo,A menudo,2,4,3,0,1,2,2,2,1,4,1,3,1,3,0,0,29
odkg94goc9,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,1,2,2,2,1,2,1,1,1,2,3,4,2,2,0,0,26
oeyhopaj75,Casi nunca,Nunca,De vez en cuando,A menudo,Nunca,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,1,0,2,1,4,2,2,3,1,1,2,3,3,2,0,0,27
of2z3m0trq,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,De vez en cuando,A menudo,De vez en cuando,2,1,2,1,1,1,0,1,0,1,1,2,1,2,0,0,16
oflr6gjy7l,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,2,2,2,1,1,1,1,2,1,1,2,3,2,2,0,0,23
ogmj7nt418,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,Casi nunca,A menudo,1,2,3,1,2,1,2,3,1,2,4,4,3,3,0,0,32
ogmsnzf5e5,Muy a menudo,Nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,A menudo,De vez en cuando,A menudo,4,0,1,0,0,0,0,2,0,1,1,3,2,3,0,0,17
optntelnb5,Nunca,Nunca,De vez en cuando,De vez en cuando,Nunca,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,Nunca,0,0,2,2,4,0,0,2,0,0,2,4,0,0,0,0,16
oq63tqez88,Casi nunca,Nunca,Nunca,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy a menudo,Casi nunca,Casi nunca,A menudo,Casi nunca,1,0,0,0,1,0,1,3,1,0,1,1,1,1,0,0,11
orowpd2yl1,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,Casi nunca,3,2,3,1,1,1,1,2,1,1,2,2,1,1,0,0,22
otb1zejyn3,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,Nunca,Muy a menudo,De vez en cuando,Casi nunca,3,2,4,2,1,1,1,3,1,2,0,4,2,1,0,0,27
otcyq39fbn,Casi nunca,Casi nunca,De vez en cuando,A menudo,Muy a menudo,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,1,1,2,1,0,1,1,1,0,1,1,4,0,1,0,0,15
otgykgucjf,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,Casi nunca,3,3,4,2,1,1,1,3,1,2,2,4,1,1,0,0,29
oupg9g46b3,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,A menudo,Casi nunca,A menudo,4,2,3,2,2,2,1,2,2,3,2,3,3,3,0,0,34
oytuzc7jun,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,2,2,3,2,2,2,2,3,2,2,2,2,2,2,0,0,30
oyxpy1zsk4,A menudo,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,3,3,3,0,1,1,1,4,2,0,4,4,0,4,0,0,30
ozu3042edl,De vez en cuando,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,Muy a menudo,Casi nunca,A menudo,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,2,2,1,1,1,1,0,1,1,3,1,1,3,1,0,0,19
ozwlc7lj7j,A menudo,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,Casi nunca,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,Nunca,3,1,2,1,1,1,2,1,1,3,2,3,3,0,0,0,24
p0j77kykc6,Nunca,Nunca,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,Muy a menudo,Casi nunca,A menudo,A menudo,Casi nunca,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,6
p0ntox2kfz,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,2,3,2,3,2,2,2,3,2,2,2,2,3,2,0,0,32
p34w1g4j4m,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,15
p7pupmpudy,Casi nunca,Casi nunca,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Casi nunca,Casi nunca,1,1,3,3,2,2,3,3,2,2,1,3,3,1,0,0,30
pdqpf05nec,Casi nunca,Casi nunca,Nunca,De vez en cuando,A menudo,A menudo,A menudo,Casi nunca,A menudo,Casi nunca,Casi nunca,A menudo,A menudo,Casi nunca,1,1,0,2,1,1,1,1,1,3,1,3,1,1,0,0,18
phzlh4gty2,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,Casi nunca,Casi nunca,1,1,2,1,1,1,1,3,1,1,1,3,3,1,0,0,21
pjvz78owdw,De vez en cuando,Nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,A menudo,Nunca,A menudo,A menudo,Nunca,2,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,8
pkbe11rjog,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,18
plyx38nxw7,De vez en cuando,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Nunca,Muy a menudo,A menudo,Nunca,A menudo,A menudo,Nunca,2,0,4,0,0,0,1,0,0,1,0,3,1,0,0,0,12
pmo8u4alc4,A menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,3,3,4,2,2,3,1,3,2,3,3,3,3,3,0,0,38
pmpffxm0sc,Casi nunca,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,A menudo,Casi nunca,Casi nunca,1,2,2,1,2,0,0,1,1,2,1,3,3,1,0,0,20
pojq291h5y,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,Casi nunca,A menudo,Casi nunca,1,1,1,1,1,0,0,1,1,2,1,1,1,1,0,0,13
pomrsmdotb,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,2,3,4,2,2,2,1,4,1,2,3,4,0,4,0,0,34
pp9bkqh6jm,A menudo,Casi nunca,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,3,1,3,1,1,2,2,3,1,3,3,3,2,2,0,0,30
ps5v7d1za8,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,2,1,2,1,1,0,0,1,1,1,2,4,2,1,0,0,19
pso9smx1dp,Muy a menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,4,2,3,1,1,1,2,2,1,0,3,3,2,2,0,0,27
pu3xsmv12p,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,1,2,2,2,1,1,1,2,1,3,2,3,1,2,0,0,24
pxezr1rw2z,Casi nunca,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,1,1,3,1,2,2,1,2,2,2,2,3,1,1,0,0,24
q4wwdaxh2s,A menudo,A menudo,Muy a menudo,A menudo,A menudo,Casi nunca,De vez en cuando,Muy a menudo,A menudo,Nunca,Casi nunca,Muy a menudo,Muy a menudo,A menudo,3,3,4,1,1,3,2,4,1,4,1,4,0,3,0,0,34
q5lgt17z4q,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,2,1,2,1,1,1,1,2,1,1,1,3,1,1,0,0,19
q9vmxsgcth,Casi nunca,Nunca,De vez en cuando,Muy a menudo,Muy a menudo,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Nunca,1,0,2,0,0,1,1,1,0,1,1,2,2,0,0,0,12
qcfbpas232,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,2,2,2,2,2,2,2,4,2,2,2,2,2,3,0,0,31
qfmer5ht5t,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Nunca,2,1,2,1,1,1,0,1,1,1,1,3,2,0,0,0,17
qgjmxt0hhp,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,4,1,2,0,0,0,0,1,0,0,1,2,0,1,0,0,12
qkok6glvgc,Casi nunca,De vez en cuando,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,1,2,2,0,0,0,1,1,0,2,2,3,1,1,0,0,16
qmqmh78sdu,De vez en cuando,De vez en cuando,Casi nunca,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,De vez en cuando,Muy a menudo,Nunca,2,2,1,1,1,0,1,3,1,1,1,2,0,0,0,0,16
qn533zmhmy,Casi nunca,Nunca,Casi nunca,Muy a menudo,A menudo,A menudo,Muy a menudo,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,1,0,1,0,1,1,0,1,0,2,1,2,3,1,0,0,14
qnepwz416k,De vez en cuando,Muy a menudo,Muy a menudo,Casi nunca,Nunca,Nunca,De vez en cuando,Muy a menudo,Casi nunca,Muy a menudo,Casi nunca,Muy a menudo,Casi nunca,Muy a menudo,2,4,4,3,4,4,2,4,3,0,1,4,3,4,0,0,42
qt2l3rf6ya,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,Casi nunca,De vez en cuando,2,3,4,2,1,2,2,4,1,2,2,4,3,2,0,0,34
qvgf7z63yl,Casi nunca,A menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Nunca,De vez en cuando,1,3,4,1,1,1,1,3,1,2,3,2,4,2,0,0,29
qxcbz4nyud,Nunca,Nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Nunca,0,0,1,3,1,1,1,3,1,1,1,2,1,0,0,0,16
qxd457jzbp,Nunca,Nunca,Casi nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Muy a menudo,A menudo,Casi nunca,0,0,1,1,1,0,0,2,1,2,1,4,1,1,0,0,15
r04udmm7h6,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,A menudo,De vez en cuando,Casi nunca,2,1,2,2,2,2,1,2,2,3,2,3,2,1,0,0,27
r3e64ctq7s,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,A menudo,Casi nunca,A menudo,2,2,2,2,2,2,2,1,2,3,2,3,3,3,0,0,31
r4138fqfmu,A menudo,De vez en cuando,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,De vez en cuando,3,2,4,1,1,2,2,3,2,2,3,3,3,2,0,0,33
