id,AIM_01_RAW,AIM_02_RAW,AIM_03_RAW,AIM_04_RAW,AIM_05_RAW,AIM_06_RAW,AIM_07_RAW,AIM_08_RAW,AIM_09_RAW,AIM_10_RAW,AIM_01_DIR,AIM_02_DIR,AIM_03_DIR,AIM_04_DIR,AIM_05_DIR,AIM_06_DIR,AIM_07_DIR,AIM_08_DIR,AIM_09_DIR,AIM_10_DIR,AIM_RAW_NA,AIM_DIR_NA,AIM_TramoIngreso_DIRd,AIM_DIRt
8ol8znu6qw,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,9,4,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1b
8omb146lzs,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,10,8,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c1b
8pf6wfvkm1,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",6,NA,NA,NA,NA,NA,Más de 6.717.000,NA,10,9,6,NA,NA,NA,NA,NA,7,NA,6,6,7,ab
8pncv8zjbz,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,10,8,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
8tn5owhhbj,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,631 mil – 1.099.000,NA,NA,NA,NA,NA,NA,10,8,1,5,NA,NA,NA,NA,NA,NA,6,6,5,c1a
8waltnxhre,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,1.100.000 – 1.916.000,NA,NA,NA,NA,NA,NA,10,8,1,6,NA,NA,NA,NA,NA,NA,6,6,6,c1a
8xxhehcpgo,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",6,NA,NA,NA,NA,NA,3.851.000 – 6.717.000,NA,9,9,6,NA,NA,NA,NA,NA,6,NA,6,6,6,c1a
8xzhgc5qhz,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,9,8,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c1b
8yhxs4w7er,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,10,8,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
90huy2se2z,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,4,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
90onvsazyg,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,9,8,3,NA,NA,3,NA,NA,NA,NA,6,6,3,c2
911111111,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
912345678,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,Más de 1.916.000,NA,NA,NA,NA,NA,NA,10,8,1,7,NA,NA,NA,NA,NA,NA,6,6,7,ab
91613582,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,8,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
920505277,Básica incompleta; primaria o preparatoria incompleta.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",2,NA,Menos de 194 mil,NA,NA,NA,NA,NA,2,2,2,NA,1,NA,NA,NA,NA,NA,6,6,1,e
923772300,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
92607712,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,6,NA,NA,NA,NA,NA,NS/NR,NA,7,4,6,NA,NA,NA,NA,NA,99,NA,6,6,99,NA
92s1ufy5s9,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Empleados de oficina públicos y privados.,2,NA,337 mil – 586 mil,NA,NA,NA,NA,NA,6,6,2,NA,3,NA,NA,NA,NA,NA,6,6,3,c3
930187310,Media científico humanista o media técnico profesional incompleta; humanidades incompletas.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",1,Menos de 120 mil,NA,NA,NA,NA,NA,NA,4,2,1,1,NA,NA,NA,NA,NA,NA,6,6,1,e
930681196,Básica completa; primaria o preparatoria completa.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",4,NA,NA,NA,314 mil – 546 mil,NA,NA,NA,3,10,4,NA,NA,NA,2,NA,NA,NA,6,6,2,d
931041051,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,639 mil – 1.114.000 mil,NA,NA,10,8,5,NA,NA,NA,NA,3,NA,NA,6,6,3,c2
931138782,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Trabajadores de los servicios y vendedores de comercio y mercados.,3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,6,3,3,NA,NA,3,NA,NA,NA,NA,6,6,3,c3
931369027,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,7,7,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c2
931709064,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
932485581,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Empleados de oficina públicos y privados.,4,NA,NA,NA,314 mil – 546 mil,NA,NA,NA,6,6,4,NA,NA,NA,2,NA,NA,NA,6,6,2,d
933267900,Media científico humanista o media técnico profesional completa; humanidades completas.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",1,Menos de 120 mil,NA,NA,NA,NA,NA,NA,5,2,1,1,NA,NA,NA,NA,NA,NA,6,6,1,e
933801354,Media científico humanista o media técnico profesional completa; humanidades completas.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,5,10,3,NA,NA,3,NA,NA,NA,NA,6,6,3,c3
934138174,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Operadores de instalaciones y máquinas y montadores / conductores de vehículos.,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,9,5,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c2
934447513,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",6,NA,NA,NA,NA,NA,2.208.000 – 3.850.000,NA,10,8,6,NA,NA,NA,NA,NA,5,NA,6,6,5,c1a
936673467,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Trabajadores de los servicios y vendedores de comercio y mercados.,5,NA,NA,NA,NA,Menos de 367 mil,NA,NA,6,3,5,NA,NA,NA,NA,1,NA,NA,6,6,1,d
936717051,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,9,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
936834132,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,9,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
936950038,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Trabajadores de los servicios y vendedores de comercio y mercados.,3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,6,3,3,NA,NA,3,NA,NA,NA,NA,6,6,3,c3
937231192,Media científico humanista o media técnico profesional completa; humanidades completas.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",3,NA,NA,Menos de 257 mil,NA,NA,NA,NA,5,2,3,NA,NA,1,NA,NA,NA,NA,6,6,1,e
937753246,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,10,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
938781309,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,9,8,3,NA,NA,3,NA,NA,NA,NA,6,6,3,c2
938913641,Universitaria incompleta (carreras de 4 o más años).,Empleados de oficina públicos y privados.,2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,8,6,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c2
940114627,Universitaria incompleta (carreras de 4 o más años).,"Profesionales, científicos e intelectuales.",7,NA,NA,NA,NA,NA,NA,4.290.000 – 7.482.000,8,8,7,NA,NA,NA,NA,NA,NA,6,6,6,6,c1a
940280467,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Agricultores y trabajadores calificados agropecuarios y pesqueros.,4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,6,4,4,NA,NA,NA,3,NA,NA,NA,6,6,3,c3
940808101,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,10,8,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
940824179,Media científico humanista o media técnico profesional completa; humanidades completas.,"Trabajadores no calificados en ventas y servicios, peones agropecuarios, forestales, construcción, etc.",4,NA,NA,NA,Menos de 314 mil,NA,NA,NA,5,1,4,NA,NA,NA,1,NA,NA,NA,6,6,1,e
940830266,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,Más de 1.916.000,NA,NA,NA,NA,NA,NA,10,8,1,7,NA,NA,NA,NA,NA,NA,6,6,7,ab
940920568,Básica completa; primaria o preparatoria completa.,Operadores de instalaciones y máquinas y montadores / conductores de vehículos.,5,NA,NA,NA,NA,639 mil – 1.114.000 mil,NA,NA,3,5,5,NA,NA,NA,NA,3,NA,NA,6,6,3,d
940963228,Básica completa; primaria o preparatoria completa.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,3,2,4,NA,NA,NA,3,NA,NA,NA,6,6,3,d
94115946,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,9,8,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c1b
942067073,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,7,7,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1b
942497048,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,10,6,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1b
942616164,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
942891061,Media científico humanista o media técnico profesional completa; humanidades completas.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,5,9,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1b
942948277,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,10,9,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
942999087,Media científico humanista o media técnico profesional completa; humanidades completas.,Trabajadores de los servicios y vendedores de comercio y mercados.,6,NA,NA,NA,NA,NA,1.266.000 mil – 2.207.000,NA,5,3,6,NA,NA,NA,NA,NA,4,NA,6,6,4,c3
944094937,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,9,8,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c1b
946534499,Media científico humanista o media técnico profesional completa; humanidades completas.,Trabajadores de los servicios y vendedores de comercio y mercados.,3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,5,3,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c2
946735775,Básica incompleta; primaria o preparatoria incompleta.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",4,NA,NA,NA,314 mil – 546 mil,NA,NA,NA,2,10,4,NA,NA,NA,2,NA,NA,NA,6,6,2,d
946815635,Media científico humanista o media técnico profesional completa; humanidades completas.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",4,NA,NA,NA,314 mil – 546 mil,NA,NA,NA,5,10,4,NA,NA,NA,2,NA,NA,NA,6,6,2,d
946952947,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,10,6,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1b
947373330,Básica incompleta; primaria o preparatoria incompleta.,"Trabajadores no calificados en ventas y servicios, peones agropecuarios, forestales, construcción, etc.",4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,2,1,4,NA,NA,NA,3,NA,NA,NA,6,6,3,d
948867510,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,7,7,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c2
949119297,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,10,9,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1a
950123866,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,6,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1b
950198642,Media científico humanista o media técnico profesional incompleta; humanidades incompletas.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,NS/NR,NA,NA,NA,4,9,4,NA,NA,NA,99,NA,NA,NA,6,6,99,NA
950884729,Básica incompleta; primaria o preparatoria incompleta.,Trabajadores de los servicios y vendedores de comercio y mercados.,2,NA,Menos de 194 mil,NA,NA,NA,NA,NA,2,3,2,NA,1,NA,NA,NA,NA,NA,6,6,1,e
951112410,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
951328633,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,7,NA,NA,NA,NA,NA,NA,1.410.000 mil – 2.459.000,9,6,7,NA,NA,NA,NA,NA,NA,4,6,6,4,c2
952042912,Media científico humanista o media técnico profesional completa; humanidades completas.,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,Menos de 314 mil,NA,NA,NA,5,3,4,NA,NA,NA,1,NA,NA,NA,6,6,1,e
953003813,Básica incompleta; primaria o preparatoria incompleta.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,12,NA,NA,NA,NA,NA,NA,Menos de 464 mil,2,4,7,NA,NA,NA,NA,NA,NA,1,6,6,1,e
953293006,Media científico humanista o media técnico profesional completa; humanidades completas.,Trabajadores de los servicios y vendedores de comercio y mercados.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,5,3,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c3
953337349,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,8,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
953708161,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,6,10,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1b
953907498,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,1.944.000 – 3.389.000,NA,NA,9,8,5,NA,NA,NA,NA,5,NA,NA,6,6,5,c1a
954003982,Media científico humanista o media técnico profesional completa; humanidades completas.,Operadores de instalaciones y máquinas y montadores / conductores de vehículos.,5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,5,5,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c2
954023728,Básica incompleta; primaria o preparatoria incompleta.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",4,NA,NA,NA,Menos de 314 mil,NA,NA,NA,2,10,4,NA,NA,NA,1,NA,NA,NA,6,6,1,e
954073071,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
954112980,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
954117943,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,4,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1b
954118466,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,6,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
954219968,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,7,6,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
954238473,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,9,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
956354886,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
956694114,Media científico humanista o media técnico profesional incompleta; humanidades incompletas.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,4,10,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c2
956694633,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,9,9,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
956894391,Universitaria incompleta (carreras de 4 o más años).,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",6,NA,NA,NA,NA,NA,2.208.000 – 3.850.000,NA,8,9,6,NA,NA,NA,NA,NA,5,NA,6,6,5,c1b
957396862,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",5,NA,NA,NA,NA,1.944.000 – 3.389.000,NA,NA,7,10,5,NA,NA,NA,NA,5,NA,NA,6,6,5,c2
957640409,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,10,6,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1b
957716103,Media científico humanista o media técnico profesional completa; humanidades completas.,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,5,3,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c3
957732384,Media científico humanista o media técnico profesional completa; humanidades completas.,Operadores de instalaciones y máquinas y montadores / conductores de vehículos.,4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,5,5,4,NA,NA,NA,3,NA,NA,NA,6,6,3,c3
957895469,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
958188977,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,9,8,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c1b
958280081,Media científico humanista o media técnico profesional completa; humanidades completas.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",3,NA,NA,257 mil – 446 mil,NA,NA,NA,NA,5,10,3,NA,NA,2,NA,NA,NA,NA,6,6,2,d
958529246,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",9,NA,NA,NA,NA,NA,NA,464 mil – 808 mil,7,10,7,NA,NA,NA,NA,NA,NA,2,6,6,2,d
958597136,Media científico humanista o media técnico profesional incompleta; humanidades incompletas.,Trabajadores de los servicios y vendedores de comercio y mercados.,2,NA,337 mil – 586 mil,NA,NA,NA,NA,NA,4,3,2,NA,3,NA,NA,NA,NA,NA,6,6,3,c3
958633132,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,7,7,4,NA,NA,NA,3,NA,NA,NA,6,6,3,c3
958931553,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,7,3,4,NA,NA,NA,3,NA,NA,NA,6,6,3,c3
959007353,Universitaria incompleta (carreras de 4 o más años).,Trabajadores de los servicios y vendedores de comercio y mercados.,2,NA,337 mil – 586 mil,NA,NA,NA,NA,NA,8,3,2,NA,3,NA,NA,NA,NA,NA,6,6,3,c3
959582656,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,10,8,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
959735020,Media científico humanista o media técnico profesional incompleta; humanidades incompletas.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",4,NA,NA,NA,314 mil – 546 mil,NA,NA,NA,4,2,4,NA,NA,NA,2,NA,NA,NA,6,6,2,d
959890664,Media científico humanista o media técnico profesional completa; humanidades completas.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",4,NA,NA,NA,314 mil – 546 mil,NA,NA,NA,5,2,4,NA,NA,NA,2,NA,NA,NA,6,6,2,d
961066479,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,10,8,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c1b
961367628,Básica incompleta; primaria o preparatoria incompleta.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",6,NA,NA,NA,NA,NA,Menos de 417 mil,NA,2,10,6,NA,NA,NA,NA,NA,1,NA,6,6,1,e
961399368,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,9,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
